transaction_id,user_id,device_id,session_id,timestamp,card_bin,card_last4,is_international_card,amount,currency,transaction_type,merchant_category,ip_address,is_vpn_or_proxy,latitude,longitude,network_type,user_agent,sdk_version,device_os,device_model,is_rooted_device,is_emulator,battery_level,account_age_days,kyc_level,avg_monthly_amount,tx_count_last_30_days,failed_tx_last_7_days,time_since_last_tx_minutes,device_tx_last_24h,session_duration_seconds,form_fill_time_seconds,paste_count,is_fraud
f77f0eb5-a77f-41ac-ac1d-53b817e169db,647d54c4-1080-4dbd-baa7-68cd4cd470f2,device-XYYa-HTJQ,5a8063ab-6dea-405d-a8d1-c23547ee4780,2026-02-23T01:15:06Z,475130,5883,False,1035.65,MXN,TOP_UP,TRANSFER,112.5.186.94,False,20.7733,-101.1646,wifi,WalletPlux/3.1.2 (Android 11; Galaxy S23),android-3.1.0,android,Galaxy S23,False,False,64,127,intermediate,2730.61,37,0,2833,2,143,35,1,0
10db5f36-0818-4ca5-9546-cad887e150e9,92040c8e-1378-480c-befe-2857793b609d,device-lTxf-lCcT,7a9cf191-4f6f-4f44-b125-160dad2b22eb,2026-01-20T19:25:18Z,539885,9434,False,1349.08,MXN,TOP_UP,TRANSFER,10.102.143.230,False,29.4616,-114.1787,cellular,WalletPlux/3.1.2 (iOS 16; iPhone 14 Pro),ios-3.1.5,ios,iPhone 14 Pro,False,False,39,501,full,4950.08,32,0,5597,1,111,34,1,0
b2d47ad5-ada1-48c1-8e68-fe6c9835dc93,94e09924-42d1-4483-a9ea-90b2888f72b7,device-gwmU-TKmC,a18fd468-3d46-4498-a6e3-5bc9a7d2ea8d,2026-02-06T05:50:56Z,590195,4102,False,1974.55,MXN,TOP_UP,WALLET,72.61.224.43,False,16.8852,-117.2309,cellular,WalletPlux/3.1.2 (iOS 16; iPhone 15),ios-3.1.0,ios,iPhone 15,False,False,73,207,intermediate,6279.36,11,1,5849,1,93,24,0,0
50fc9704-8b1a-4f48-b6d5-e18ea0334d40,e058c647-0bc6-46aa-b8cd-f9528266704a,device-kmUh-MblL,2b3d9da1-62bb-4071-9aa8-b611c37dced7,2026-02-10T13:08:31Z,543257,2866,False,1088.48,MXN,TOP_UP,TRANSFER,99.27.144.212,False,26.9873,-101.7813,cellular,WalletPlux/3.1.2 (Android 12; Galaxy S23),android-3.1.5,android,Galaxy S23,False,False,41,1472,intermediate,4890.98,13,0,3319,1,72,43,0,0
2e0ae031-d675-42d0-a609-3399c2db99b4,d06fc60c-e217-49c2-94f2-7786412bb4a0,device-HfSL-NUqK,b7b55ff8-9b0c-4f74-98c0-25fe2fa6ffaa,2026-02-15T13:39:51Z,532120,9898,False,219.82,MXN,TOP_UP,WALLET,69.73.193.75,False,19.569,-88.1523,cellular,WalletPlux/3.1.2 (iOS 16; iPhone 14 Pro),ios-3.1.3,ios,iPhone 14 Pro,False,False,70,302,basic,827.29,28,1,3586,2,76,42,1,0
4f636332-0036-421b-8f08-4a8f5257c7b6,f268544a-800e-4c5f-8fb5-2d8b103e3f71,device-uSUb-nWNu,883d9031-0cc9-418a-b16d-8510fb9dd5d4,2026-01-08T21:35:07Z,448728,7843,False,2570.97,MXN,TOP_UP,FINANCIAL_SERVICES,86.135.132.120,False,28.8978,-118.201,wifi,WalletPlux/3.1.2 (iOS 17; iPhone 13),ios-3.1.4,ios,iPhone 13,False,False,6,1109,full,5495.57,40,0,266,1,103,22,1,0
2693d30e-926e-4736-a54b-0059a9139ba6,545fd7e7-6d34-4617-a537-794a71934a86,device-fhlM-iBnu,ff8eda8b-fd05-4d27-ab46-6845e1c66f62,2025-12-28T22:54:46Z,572614,1409,False,1085.88,MXN,TOP_UP,TRANSFER,208.183.213.240,False,26.0187,-101.4261,wifi,WalletPlux/3.1.2 (iOS 15; iPhone 13),ios-3.1.2,ios,iPhone 13,False,False,58,866,intermediate,3237.17,21,0,9294,0,92,59,0,0
ebfa96f9-82ea-457d-87ed-95f187ab0776,85fc27b7-a8eb-47e7-965f-1fcfd708094a,device-eOJw-CEno,532802b2-8833-43a1-9cdf-ed007a7fa6a0,2026-02-14T13:43:28Z,597425,1044,False,1610.3,MXN,TOP_UP,FINANCIAL_SERVICES,206.96.205.58,False,16.5985,-94.0183,wifi,WalletPlux/3.1.2 (Android 13; Galaxy S23),android-3.1.5,android,Galaxy S23,False,False,73,816,full,8963.66,7,0,5328,2,103,47,0,0
b700cdb8-53ee-45c0-97b7-2622f9ef0e27,ab944046-a384-4520-bc64-da5f97f9ecd4,device-iWPH-mQGP,f904a8dd-91ee-4df3-83d2-a0370d536ef8,2026-01-23T07:21:11Z,534404,7174,False,1185.41,MXN,TOP_UP,FINANCIAL_SERVICES,15.118.174.75,False,29.9991,-95.3023,wifi,WalletPlux/3.1.2 (Android 13; Xiaomi 13),android-3.1.3,android,Xiaomi 13,False,False,38,1014,basic,6540.94,41,0,8333,0,52,24,1,0
e8e5b0c2-55f9-4a42-a93f-b561de456bb6,eb0091e4-02b8-41fc-8e77-2f6628ec1ac1,device-SlaA-hAQG,310b62b4-d8fb-48fe-9e3d-c35a87262cfb,2026-01-02T06:26:33Z,479238,2445,True,2376.0,MXN,TOP_UP,TRANSFER,128.146.21.208,False,27.9102,-109.0613,cellular,WalletPlux/3.1.2 (iOS 16; iPhone 14 Pro),ios-3.1.0,ios,iPhone 14 Pro,False,False,17,345,intermediate,5973.54,19,0,4408,1,109,55,0,0
6de559be-694a-4b54-9c9c-77c7a30e84c1,564394a7-77a6-4846-854e-b257e570da12,device-zekX-aDgd,d393d1ae-6124-4ac2-bddd-0377e837291f,2026-02-22T06:36:25Z,409090,4085,False,1158.31,MXN,TOP_UP,WALLET,192.144.137.87,False,30.9455,-112.1616,wifi,WalletPlux/3.1.2 (iOS 17; iPhone 13),ios-3.1.0,ios,iPhone 13,False,False,39,1108,intermediate,5718.77,11,0,4625,2,104,35,2,0
5ea7a024-00a4-4544-a7ef-1343d40022c1,37ee5608-5003-4bf4-98ba-487081c7f5f9,device-qgyU-yXXL,5647bf91-4250-4c07-ab17-6db72bcecbce,2026-01-28T22:03:06Z,419667,7112,False,2043.21,MXN,TOP_UP,TRANSFER,199.102.49.128,False,25.0688,-108.2798,wifi,WalletPlux/3.1.2 (iOS 17; iPhone 13),ios-3.1.2,ios,iPhone 13,False,False,95,1482,intermediate,5209.82,45,0,1294,1,132,34,0,0
c7ab4dbc-b1b1-4aed-a291-be923056e415,6c0a10f9-0fba-4e05-86d9-ec3acb8d25c2,device-onpR-EjUO,71b545d6-9ce3-4d8e-b7d4-8bf7ac474475,2025-12-29T03:14:41Z,480363,3481,False,1880.1,MXN,TOP_UP,FINANCIAL_SERVICES,203.162.252.108,False,18.815,-107.5871,cellular,WalletPlux/3.1.2 (Android 11; Xiaomi 13),android-3.1.3,android,Xiaomi 13,False,False,63,1385,full,2050.0,3,0,7545,0,140,43,0,0
9763ff4f-14f9-40b7-9938-b9cdc57796ee,48a3ae6d-035a-4dcc-bd01-8cb329366ca7,device-pvVs-QiUX,4de601ab-f538-449e-bdf4-9c20524065a6,2026-01-10T23:44:13Z,593096,7054,False,1435.15,MXN,TOP_UP,TRANSFER,26.222.227.167,False,20.0678,-115.7689,cellular,WalletPlux/3.1.2 (iOS 17; iPhone 13),ios-3.1.3,ios,iPhone 13,False,False,8,1466,full,8743.2,18,1,2252,3,52,31,0,0
b1d3c22b-5c50-45e4-8a83-c31f9eebc236,5540ce45-baba-477e-9cc1-25b7301e0a1d,device-oAsZ-IxGh,2a35c822-1b78-48b8-b846-6c5f015422f2,2026-02-08T10:19:04Z,493100,2746,False,1683.99,MXN,TOP_UP,FINANCIAL_SERVICES,5.170.125.168,False,27.4883,-98.7476,cellular,WalletPlux/3.1.2 (Android 13; Pixel 7),android-3.1.3,android,Pixel 7,False,False,27,1274,basic,2790.14,4,0,3354,0,116,28,0,0
1915fc24-9a2d-490d-8169-8c9e2bd1889b,535ba765-23d5-4c2e-9be2-f44f2d449e1f,device-tWqe-GrcE,75ef06fb-a8fb-4afc-9cd5-f29b5a81f1ef,2026-01-04T02:39:11Z,424369,5606,False,80.44,MXN,TOP_UP,TRANSFER,155.246.233.125,False,15.519,-101.2112,cellular,WalletPlux/3.1.2 (iOS 16; iPhone 15),ios-3.1.1,ios,iPhone 15,False,False,43,1190,full,3423.65,39,0,8031,1,92,57,0,0
b18a7575-6bb2-4118-b070-91213c593835,4d5f2b5a-a729-46df-96d5-ce462e052b82,device-MljE-UFFJ,f3c30a7c-aa98-4eb9-9b05-753c15037e75,2026-02-03T02:24:29Z,479035,4825,False,559.6,MXN,TOP_UP,FINANCIAL_SERVICES,96.213.176.133,False,28.7319,-100.9772,wifi,WalletPlux/3.1.2 (Android 13; Pixel 7),android-3.1.3,android,Pixel 7,False,False,54,1280,basic,6503.74,34,1,4239,0,62,18,0,0
16904978-bf5d-4339-a892-11fe0ab2244e,8171d66d-5492-4ee0-ba20-dfefbb813546,device-FBbt-bbqs,f7b07359-36a9-4036-85e0-134b40b55255,2026-02-21T18:34:25Z,436903,1113,False,431.55,MXN,TOP_UP,WALLET,70.249.102.36,False,29.5519,-109.6369,cellular,WalletPlux/3.1.2 (iOS 15; iPhone 15),ios-3.1.4,ios,iPhone 15,False,False,84,641,intermediate,5147.9,2,0,205,1,64,49,0,0
bb18e5e6-4319-447f-b2d9-2419f7ab7887,ce6f4235-f8f8-49bb-a6b1-e2293218287b,device-UioK-Wjfm,14c745b9-9d65-4d2b-bb1b-6497ad60bee0,2026-01-12T16:37:43Z,425437,4905,False,624.3,MXN,TOP_UP,FINANCIAL_SERVICES,142.104.162.154,False,26.8267,-88.5185,wifi,WalletPlux/3.1.2 (Android 14; Moto G Stylus),android-3.1.3,android,Moto G Stylus,False,False,53,448,full,5157.93,45,0,1785,1,154,45,0,0
a16e6bc3-cb96-41c9-aabf-630bf19d378c,1e365dd9-e077-451a-b66b-235143fc3516,device-nSTe-usiD,1a1d7d79-21f5-469d-b18d-0a7013f1a862,2026-02-03T07:22:48Z,442944,7602,False,637.79,COP,TOP_UP,TRANSFER,110.174.194.215,False,30.5174,-88.8804,wifi,WalletPlux/3.1.2 (Android 13; Moto G Stylus),android-3.1.4,android,Moto G Stylus,False,False,99,1138,intermediate,745.73,23,0,2260,1,88,38,0,0
810079cc-83ea-4cc3-a1f9-6ef7a5e33200,3de1900b-70a0-4bf4-8d6b-66d51ba911b1,device-DxUO-rVWX,5e011f40-68a4-43a7-bfcc-581335085246,2026-02-01T15:19:12Z,597408,7589,False,2564.02,MXN,TOP_UP,WALLET,21.229.16.100,False,18.9769,-89.3668,cellular,WalletPlux/3.1.2 (iOS 16; iPhone 15),ios-3.1.3,ios,iPhone 15,False,False,61,1268,intermediate,6360.62,45,0,9615,1,136,50,1,0
f63b3a57-3895-4d17-b7af-03eb5c8b931f,bc0fd656-efbe-4972-b1c4-f3de65270607,device-hzRL-SmbI,aea324d7-8de6-48c6-b5e0-71b5b7430e36,2026-01-03T12:07:24Z,593052,7231,False,444.97,MXN,TOP_UP,TRANSFER,73.251.166.156,False,20.6205,-94.9309,wifi,WalletPlux/3.1.2 (iOS 15; iPhone 13),ios-3.1.2,ios,iPhone 13,False,False,31,1114,full,6945.5,16,1,1403,0,82,56,0,0
35979c07-b748-4113-adf5-f3134ae16318,615bec25-2ec5-4592-9f67-f93319343f60,device-waSR-Scjh,306fe0a6-c38f-47a4-8828-4901c195fc51,2026-02-01T17:16:00Z,502316,8401,False,1662.11,MXN,TOP_UP,WALLET,217.1.127.139,False,28.8929,-87.3444,wifi,WalletPlux/3.1.2 (Android 14; Moto G Stylus),android-3.1.1,android,Moto G Stylus,False,False,85,482,intermediate,5321.07,34,1,5009,0,60,42,0,0
319ff638-bafc-45b7-a682-17d0997b06de,216b588d-f4f0-4484-8aac-330867ce9c1f,device-BONV-imiT,0630e95a-5caf-45e0-85e9-76f1b37da9a8,2026-01-03T10:16:35Z,583698,2647,False,2167.25,MXN,TOP_UP,FINANCIAL_SERVICES,130.38.119.248,False,15.0084,-116.2164,wifi,WalletPlux/3.1.2 (iOS 16; iPhone 15),ios-3.1.3,ios,iPhone 15,False,False,18,1265,intermediate,5574.63,16,0,4337,0,39,28,1,0
0c696085-9466-4681-9094-d982a418ac3f,5b2687a4-6e2c-4222-91be-4bc010a985e3,device-LhEw-zOBC,bc31a8bc-19d4-448a-bf0e-2f0df94e425d,2025-12-29T11:05:57Z,537107,6815,False,2406.94,MXN,TOP_UP,FINANCIAL_SERVICES,122.254.182.51,False,21.6403,-102.4336,wifi,WalletPlux/3.1.2 (Android 13; Galaxy S23),android-3.1.1,android,Galaxy S23,False,False,78,1137,intermediate,7323.19,32,0,5953,0,138,58,0,0
567aee48-d555-411e-bfac-8f6d254ab2f7,e1169b95-2d9b-4c01-91c9-e2a52a3eab77,device-EUFD-RccK,8013416d-0a57-4ac7-a030-210d634126a0,2026-01-27T22:35:05Z,413177,2235,False,496.6,MXN,TOP_UP,FINANCIAL_SERVICES,30.208.29.2,False,24.894,-90.898,wifi,WalletPlux/3.1.2 (iOS 17; iPhone 14 Pro),ios-3.1.0,ios,iPhone 14 Pro,False,False,12,1035,basic,9979.37,50,0,3377,0,81,21,0,0
252dd77c-4299-4464-8d64-e68eaa243eb4,f6243883-8067-4ac7-82f9-b778e965cef5,device-zOdn-FbHS,c3b46df7-8c08-4e79-8722-eda53ffc57fd,2026-01-10T17:09:46Z,595354,9155,False,1057.02,MXN,TOP_UP,WALLET,102.197.84.4,False,22.4592,-115.4804,cellular,WalletPlux/3.1.2 (iOS 17; iPhone 15),ios-3.1.5,ios,iPhone 15,False,False,82,703,full,4785.25,8,0,3125,0,99,54,0,0
8bb9850a-1a5d-4131-b183-5c27339b3cb0,17347cac-e3d1-41f9-afaf-5a1b85bde2ec,device-tfBC-ozZw,1033cae7-ea72-4b0b-a3be-b4109dba5623,2026-01-02T02:31:34Z,493256,8909,False,6134.12,USD,TOP_UP,TRANSFER,124.112.131.49,False,27.1425,-112.1915,wifi,WalletPlux/3.1.2 (iOS 16; iPhone 15),ios-3.1.1,ios,iPhone 15,False,False,13,1,basic,1254.11,26,8,4581,3,411,294,4,1
3564abde-9d4b-416d-a755-804b62816ee5,00041ff5-ef58-43e7-902e-2ab1d1ed7880,device-GfgR-mPpH,9378be9c-ee50-41ff-aad4-b11d3a57ef59,2026-02-14T02:07:31Z,495051,6424,False,2814.18,MXN,TOP_UP,WALLET,173.56.182.253,False,15.0221,-101.9027,wifi,WalletPlux/3.1.2 (Android 12; Pixel 7),android-3.1.2,android,Pixel 7,False,False,83,1473,full,9747.61,6,0,2773,0,68,16,0,0
9a966ee9-03ab-4bef-a21b-90e707352598,6d0d3b9c-bb52-42da-8bfd-97fc7ebd358a,device-VqtQ-eYJI,7209812e-5991-4bd4-a808-cd60ad1d64d1,2026-01-22T12:39:56Z,518728,7268,False,2603.29,MXN,TOP_UP,TRANSFER,147.247.206.81,False,31.5228,-111.5917,cellular,WalletPlux/3.1.2 (Android 13; Galaxy S23),android-3.1.1,android,Galaxy S23,False,False,32,1405,intermediate,8750.83,47,0,3013,2,137,33,0,0
a3d7bc6f-3993-41c7-97b7-1f8918764e72,4a3ced61-e3af-45f4-ac92-ab159b9d419a,device-boIl-ctec,d99b3dc4-2eca-4c81-8503-76c52179df2e,2026-01-03T11:13:18Z,453748,5544,False,1145.19,MXN,TOP_UP,TRANSFER,190.183.224.245,False,18.3091,-99.1726,cellular,WalletPlux/3.1.2 (iOS 17; iPhone 13),ios-3.1.4,ios,iPhone 13,False,False,8,1445,intermediate,9361.4,7,0,9964,0,73,50,0,0
ea3146ff-93f7-4d5b-a47f-01b3d1d9cf10,2383f3d5-fe31-4348-bfb9-2d873f9366d0,device-zghB-Heuo,0a6483a8-6a96-4a3e-b141-1149d204e935,2026-02-11T05:57:11Z,593215,9556,False,1917.41,MXN,TOP_UP,TRANSFER,1.0.78.213,False,14.5331,-89.4276,cellular,WalletPlux/3.1.2 (Android 12; Moto G Stylus),android-3.1.1,android,Moto G Stylus,False,False,7,1367,full,7192.25,7,0,8396,0,126,27,0,0
8b0475f1-5613-4501-b9dd-a6c723d7d7cf,b71dac00-93bd-48e3-a4cd-7276af9ebea9,device-SdXL-MIao,6f12c313-fc98-4b13-9417-f09a49637443,2026-02-08T09:06:59Z,438747,2439,False,806.24,MXN,TOP_UP,WALLET,108.113.80.42,False,19.6581,-115.8457,wifi,WalletPlux/3.1.2 (iOS 17; iPhone 14 Pro),ios-3.1.5,ios,iPhone 14 Pro,False,False,9,249,intermediate,3090.02,21,0,2421,2,101,40,1,0
